Gene ID	UniProt/TrEMBL Accession
ENSG00000168137	C9JLM1
ENSG00000130299	
ENSG00000136044	
ENSG00000160201	
ENSG00000100897	H0YMZ4
ENSG00000168137	
ENSG00000141384	
ENSG00000167964	
ENSG00000158467	C9JZV7
ENSG00000100592	
ENSG00000100897	H0YN03
ENSG00000136044	H0YH86
ENSG00000110492	
ENSG00000100897	H0YN21
ENSG00000166747	H3BN71
ENSG00000215018	A0A0C4DG66
ENSG00000110492	C9JHA4
ENSG00000214530	A0A024R5L8
ENSG00000158467	
ENSG00000178033	
ENSG00000167964	H3BQ97
ENSG00000166747	H3BRM7
ENSG00000100897	H0YN15
ENSG00000133131	
ENSG00000215018	A0A0C4DG72
ENSG00000198625	A0A087WZ58
ENSG00000083093	H3BN63
ENSG00000087008	
ENSG00000143093	
ENSG00000100897	H0YKR8
ENSG00000122678	
ENSG00000158467	
ENSG00000100897	H0YL29
ENSG00000133131	
ENSG00000100897	
ENSG00000158467	C9K0S0
ENSG00000079999	A0A024R7C0
ENSG00000214530	A0A024R5L8
ENSG00000110492	
ENSG00000198625	A0A087WUE3
ENSG00000100897	H0YLF1
ENSG00000158467	H0Y8B3
ENSG00000280094	
ENSG00000079999	K7EQX2
ENSG00000110492	E9PPJ5
ENSG00000130299	
ENSG00000198625	A0A087WTR9
ENSG00000230561	
ENSG00000198625	
ENSG00000214530	F5GY11
ENSG00000110492	
ENSG00000100897	
ENSG00000198625	
ENSG00000166747	H3BV30
ENSG00000171916	J3KRF0
ENSG00000110492	
ENSG00000166747	H3BS13
ENSG00000130299	
ENSG00000079999	A0A024R7C0
ENSG00000171916	J3QSH0
ENSG00000122678	
ENSG00000100897	H0YL98
ENSG00000166747	H3BN75
ENSG00000079999	K7EPZ3
ENSG00000188620	
ENSG00000083093	
ENSG00000110492	E9PLM6
ENSG00000166747	H3BPN9
ENSG00000276191	
ENSG00000161960	J3QS69
ENSG00000110492	
ENSG00000083093	I3L2S5
ENSG00000087008	
ENSG00000079999	K7EMY1
ENSG00000083123	
ENSG00000168137	H0Y3R4
ENSG00000198625	Q68DC0
ENSG00000122678	F8WEJ1
ENSG00000083093	I3L3R6
ENSG00000136044	F8VR68
ENSG00000079999	K7ESE0
ENSG00000168137	H7C1Q2
ENSG00000079999	K7EJD8
ENSG00000153113	
ENSG00000136044	F8VWV2
ENSG00000110492	
ENSG00000148737	C6ZRJ7
ENSG00000153113	F8W7E0
ENSG00000130299	M0R1X0
ENSG00000087008	
ENSG00000079999	K7EJ49
ENSG00000136044	F8W124
ENSG00000276191	
ENSG00000148737	A0A0D9SGH8
ENSG00000130299	M0QYW1
ENSG00000148737	Q5VVR5
ENSG00000198625	Q6MZR7
ENSG00000168137	H7C1F2
ENSG00000148737	Q5VVR8
ENSG00000083782	A0A024RBC3
ENSG00000153113	
ENSG00000130299	M0QXA1
ENSG00000083782	F8VSI4
ENSG00000168779	
ENSG00000276191	
ENSG00000130299	M0R0S9
ENSG00000110492	A0A087WXB6
ENSG00000254402	
ENSG00000122678	
ENSG00000176797	
ENSG00000109743	
ENSG00000214530	F5H8H3
ENSG00000254402	G3V1D8
ENSG00000214530	H0YFF3
ENSG00000153113	E9PSG1
ENSG00000100504	E9PK47
ENSG00000109743	A6NC48
ENSG00000153113	
ENSG00000168779	
ENSG00000148737	Q5JRY4
ENSG00000064102	
ENSG00000087008	D6RJ89
ENSG00000214530	F5H1Z6
ENSG00000276191	
ENSG00000171916	
ENSG00000122678	Q6PIY2
ENSG00000214530	H0YGA9
ENSG00000066813	
ENSG00000168137	
ENSG00000153113	H0YA91
ENSG00000117450	
ENSG00000177508	
ENSG00000109743	H0Y984
ENSG00000100504	
ENSG00000214530	H0YGN8
ENSG00000168779	
ENSG00000278210	
ENSG00000176177	
ENSG00000206104	
ENSG00000109743	H0Y8G4
ENSG00000010379	
ENSG00000153113	D6RBR1
ENSG00000122678	Q9H980
ENSG00000148737	A0A1B0GVE1
ENSG00000214530	F5H8G1
ENSG00000168779	A0A087WVB7
ENSG00000177508	J3QR11
ENSG00000064102	H0YIA9
ENSG00000214530	F5H0V7
ENSG00000109743	H0Y9Q9
ENSG00000117450	
ENSG00000122678	F8WDE4
ENSG00000171916	J3QKS2
ENSG00000064102	F8VRX9
ENSG00000153113	E7EN75
ENSG00000117450	A0A0A0MRQ5
ENSG00000153113	D6RGF7
ENSG00000117450	A0A0A0MSI0
ENSG00000164406	
ENSG00000064102	F5H457
ENSG00000148737	Q5JRY5
ENSG00000168779	A6NLG4
ENSG00000276191	J3QQR1
ENSG00000117450	A0A0A0MSI0
ENSG00000168016	
ENSG00000123095	A0A024RAV8
ENSG00000214530	F5GWK5
ENSG00000148737	Q5JRY3
ENSG00000276191	J3KSM0
ENSG00000153113	A0A0C4DGB5
ENSG00000100504	
ENSG00000064102	F5H5W1
ENSG00000148737	A0A1B0GUV5
ENSG00000171916	J3KSY2
ENSG00000214530	F5GY07
ENSG00000214530	F5H5A8
ENSG00000276191	J3QKP8
ENSG00000171916	J3KT17
ENSG00000148737	H0YEE5
ENSG00000282225	A0A0A6YYK4
ENSG00000153113	
ENSG00000010379	F5GZA5
ENSG00000276191	H0YFR5
ENSG00000214530	F5H3G8
ENSG00000148737	A0A1B0GU84
ENSG00000168016	A0A096LPF5
ENSG00000214530	F5GY42
ENSG00000203970	
ENSG00000171916	J3KRF0
ENSG00000122678	H7C2M2
ENSG00000066813	H3BTX9
ENSG00000010379	F5H6S9
ENSG00000171916	J3KSV0
ENSG00000066813	
ENSG00000203970	
ENSG00000010379	F5H5D9
ENSG00000144560	A0A075B6E4
ENSG00000122678	F8WB78
ENSG00000066813	
ENSG00000122678	C9JF34
ENSG00000010379	
ENSG00000066813	H3BP39
ENSG00000122678	C9J222
ENSG00000010379	
ENSG00000276191	B3TIK8
ENSG00000282506	A0A1B0GXF2
ENSG00000161960	
ENSG00000066136	
ENSG00000161960	J3KRC2
ENSG00000153113	E7EVY3
ENSG00000198467	Q5TCU8
ENSG00000083123	A0A140VKB3
ENSG00000153113	
ENSG00000135443	
ENSG00000153113	E7ES10
ENSG00000168936	
ENSG00000135443	F5GYI5
ENSG00000083123	A0A140VKB3
ENSG00000153113	D6RBZ8
ENSG00000169213	
ENSG00000211832	A0A075B6V9
ENSG00000256500	E7EVH7
ENSG00000144560	G5E9M9
ENSG00000211885	A0A075B6Z5
ENSG00000116809	H7C1K8
ENSG00000282203	A0A1B0GXH9
ENSG00000211851	A0A075B6W7
ENSG00000148737	A0A0A0MTL7
ENSG00000148737	C6ZRK5
ENSG00000148737	
ENSG00000211877	A0A075B6U8
ENSG00000153113	E9PCH5
ENSG00000148737	
ENSG00000140694	
ENSG00000153113	B7Z574
ENSG00000198467	V9HW25
ENSG00000066813	A0A087WU25
ENSG00000168936	
ENSG00000153113	E9PDE4
ENSG00000161960	J3KS25
ENSG00000066813	H3BNJ9
ENSG00000066813	H3BRR3
ENSG00000144560	
ENSG00000168936	H7C4I8
ENSG00000161960	J3QLN6
ENSG00000198467	Q5TCU3
ENSG00000237333	A0A0G2JI09
ENSG00000066813	H3BP79
ENSG00000140694	
ENSG00000237333	A0A0G2JI09
ENSG00000237333	A0A0G2JI09
ENSG00000179010	
ENSG00000161960	J3QQP0
ENSG00000066813	H3BM61
ENSG00000235588	Q4V347
ENSG00000237333	A0A0G2JI09
ENSG00000168936	H7C4G7
ENSG00000237333	A0A0G2JI09
ENSG00000179010	
ENSG00000066813	H3BQ84
ENSG00000161960	
ENSG00000276191	K9J956
ENSG00000276191	A0A0A0MQZ1
ENSG00000104660	Q6FHL7
ENSG00000140694	
ENSG00000281763	A0A0G2JRP3
ENSG00000161960	J3QL43
ENSG00000204548	
ENSG00000198467	
ENSG00000140694	
ENSG00000168936	
ENSG00000179010	
ENSG00000144560	
ENSG00000104660	E5RIQ0
ENSG00000161960	J3KT12
ENSG00000198467	U3KQK2
ENSG00000104660	E5RHU8
ENSG00000066813	
ENSG00000161960	J3KTB5
ENSG00000179010	A0A087WTY9
ENSG00000104660	C9JVM4
ENSG00000176018	
ENSG00000161960	J3KT04
ENSG00000104660	
ENSG00000161960	J3QR64
ENSG00000153113	E7EQK6
ENSG00000104660	E5RIL0
ENSG00000196329	A0A090N8P9
ENSG00000140694	H3BRK1
ENSG00000235588	Q5STX8
ENSG00000104660	E5RJS9
ENSG00000161960	J3KS93
ENSG00000104660	H0YBC1
ENSG00000176018	A8K613
ENSG00000004487	
ENSG00000196329	A0A090N8P9
ENSG00000281763	A0A0G2JQU7
ENSG00000176018	
ENSG00000144560	G5E9M7
ENSG00000281763	A0A0G2JQU7
ENSG00000176018	G5E9N8
ENSG00000161960	J3KSZ0
ENSG00000235588	I3WTX1
ENSG00000153113	H0Y9H6
ENSG00000153113	H0Y7F0
ENSG00000004487	
ENSG00000281763	A0A0G2JQU7
ENSG00000281635	A0A0D9SEQ5
ENSG00000140694	H3BVG1
ENSG00000174827	
ENSG00000140694	F5H1Z4
ENSG00000281763	
ENSG00000004487	R4GMQ1
ENSG00000065154	A0A140VJQ4
ENSG00000161960	J3QL52
ENSG00000144560	A0A0A6YYI5
ENSG00000004487	R4GMP9
ENSG00000256053	
ENSG00000174827	A0A0C4DG67
ENSG00000144560	E7EWF5
ENSG00000140694	H3BT23
ENSG00000153113	E7EQ12
ENSG00000144560	E7EQU6
ENSG00000280240	Q8WY65
ENSG00000113749	
ENSG00000140632	K7EMM8
ENSG00000174827	
ENSG00000174827	
ENSG00000153113	D6RC54
ENSG00000256053	H7BZ67
ENSG00000113749	A0A1B0GVZ0
ENSG00000144560	E7ERW0
ENSG00000144560	F8W708
ENSG00000113749	A0A1B0GTK7
ENSG00000144560	F8WBN7
ENSG00000113749	
ENSG00000153113	D6RAA8
ENSG00000256053	H7C2Z1
ENSG00000144560	C9JBN2
ENSG00000144560	E7EUJ2
ENSG00000267954	Q71RC1
ENSG00000153113	E7EQA0
ENSG00000148737	C6ZRJ6
ENSG00000166582	A0A0M3HER2
ENSG00000144560	C9JX59
ENSG00000148737	E2GH26
ENSG00000114124	
ENSG00000065154	
ENSG00000144560	A0A096LP98
ENSG00000196911	Q5TD90
ENSG00000047644	
ENSG00000140632	K7ELL0
ENSG00000105963	
ENSG00000153113	H0YD33
ENSG00000121361	A0A024RAV6
ENSG00000105963	H0Y7Q1
ENSG00000077264	
ENSG00000121361	F5GY12
ENSG00000168515	
ENSG00000153113	A0A0C4DGD1
ENSG00000256053	G3V4L6
ENSG00000153113	A0A0A0MR45
ENSG00000153113	
ENSG00000149503	
ENSG00000140632	
ENSG00000116809	
ENSG00000077264	
ENSG00000149503	E9PM67
ENSG00000104064	A0A024R5X6
ENSG00000105963	H7C324
ENSG00000006125	A0A087WU93
ENSG00000140632	
ENSG00000066136	
ENSG00000256053	H0YJM4
ENSG00000105963	H7C264
ENSG00000256053	H0YJK3
ENSG00000149503	
ENSG00000105963	H7BZT6
ENSG00000140632	K7EK70
ENSG00000077264	
ENSG00000105963	H7C4B3
ENSG00000140632	
ENSG00000077264	
ENSG00000166582	
ENSG00000172938	
ENSG00000077264	B1AKS5
ENSG00000140632	K7EQB2
ENSG00000166582	K7ERN6
ENSG00000140632	K7EPU6
ENSG00000116809	
ENSG00000066136	
ENSG00000116809	H0Y6X2
ENSG00000077264	
ENSG00000256053	A0A0U1RQS9
ENSG00000077264	
ENSG00000066136	Q5T6K7
ENSG00000077264	
ENSG00000256053	A0A0U1RQS9
ENSG00000066136	
ENSG00000077264	
ENSG00000256053	A0A0U1RQS9
ENSG00000077264	
ENSG00000066136	
ENSG00000171262	
ENSG00000258659	
ENSG00000256053	A0A0U1RQK3
ENSG00000183579	A0A024R1J1
ENSG00000171262	
ENSG00000174448	
ENSG00000066136	E9PJA8
ENSG00000256053	A0A0U1RR29
ENSG00000104064	
ENSG00000171262	H0YNA1
ENSG00000256053	H0YJ38
ENSG00000258659	
ENSG00000183579	
ENSG00000174448	J3QRT9
ENSG00000066136	
ENSG00000174448	J3QRT9
ENSG00000104064	F5H7I4
ENSG00000183579	
ENSG00000101400	
ENSG00000066136	Q5T6K5
ENSG00000154133	
ENSG00000165682	H7BYT7
ENSG00000104064	H0YMZ5
ENSG00000174448	
ENSG00000077264	A0A087X294
ENSG00000066136	
ENSG00000066136	
ENSG00000175877	
ENSG00000273294	E9PGA6
ENSG00000110675	E9PLM8
ENSG00000066136	E9PQR2
ENSG00000114948	A0A024R3W8
ENSG00000104064	
ENSG00000105963	C9JN36
ENSG00000066136	
ENSG00000175877	
ENSG00000066136	E9PI99
ENSG00000104064	A0A024R5R5
ENSG00000100281	B0QXZ9
ENSG00000116809	
ENSG00000066136	E9PL11
ENSG00000025770	
ENSG00000066136	A0A0A0MT00
ENSG00000114948	E7EWD3
ENSG00000104064	H9ZYI9
ENSG00000066136	
ENSG00000165682	
ENSG00000025770	
ENSG00000066136	H0Y803
ENSG00000282278	A0A0B4J203
ENSG00000104064	H0YNZ0
ENSG00000110675	
ENSG00000114948	H7C2M6
ENSG00000025770	A0A0A6YYG7
ENSG00000104064	H0YNZ0
ENSG00000110675	
ENSG00000165323	E9PQ73
ENSG00000140332	
ENSG00000025770	E5RJL4
ENSG00000105963	
ENSG00000154133	B4DYV8
ENSG00000025770	E5RJN3
ENSG00000165682	
ENSG00000105963	
ENSG00000124459	
ENSG00000165323	G5EA25
ENSG00000105963	
ENSG00000025770	F8WAR3
ENSG00000105963	A0A087WTN6
ENSG00000104064	A0A024R5R5
ENSG00000165682	
ENSG00000124459	
ENSG00000124459	K7EPV5
ENSG00000140332	
ENSG00000165323	
ENSG00000171124	
ENSG00000025770	
ENSG00000225526	H3BSJ0
ENSG00000124459	
ENSG00000006125	
ENSG00000172179	Q5THQ0
ENSG00000188938	E9PCY8
ENSG00000099899	
ENSG00000188938	
ENSG00000225526	
ENSG00000176022	
ENSG00000223865	I4EC15
ENSG00000099899	
ENSG00000179163	
ENSG00000171124	
ENSG00000242028	A0A024R5Q1
ENSG00000099899	H7C100
ENSG00000282290	A0A0B4J1V0
ENSG00000172179	Q5I0G2
ENSG00000226651	Q5SRT3
ENSG00000275136	
ENSG00000171124	
ENSG00000025770	H0YC55
ENSG00000226651	Q5SRT3
ENSG00000099899	
ENSG00000242028	A0A024R5Q1
ENSG00000171124	
ENSG00000223865	H0Y7G7
ENSG00000242028	J3QT56
ENSG00000198720	K7ENT0
ENSG00000171124	K7ENT3
ENSG00000100281	F8WDU7
ENSG00000172179	A6XMH3
ENSG00000171124	K7ES24
ENSG00000099899	F2Z2W7
ENSG00000226651	Q5SRT3
ENSG00000211625	A0A0C4DH25
ENSG00000171124	K7EQ20
ENSG00000171124	
ENSG00000223865	H0Y5P2
ENSG00000100575	A0A024R648
ENSG00000226651	Q5SRT3
ENSG00000275136	
ENSG00000196911	
ENSG00000099899	H7BZZ4
ENSG00000188938	E5RJ17
ENSG00000100281	B0QXZ8
ENSG00000226651	Q5SRT3
ENSG00000006125	A0A087WYD1
ENSG00000188938	Q5T040
ENSG00000196911	
ENSG00000006125	A0A087X253
ENSG00000100575	A0A024R648
ENSG00000135763	
ENSG00000197006	H3BN86
ENSG00000100575	G3V502
ENSG00000135763	Q5VYD0
ENSG00000264619	A0A0G2JJ70
ENSG00000100575	A0A024R648
ENSG00000224145	A0A0G2JJP1
ENSG00000264619	H0YF11
ENSG00000224145	H0Y5R0
ENSG00000197006	
ENSG00000237333	A2ABF0
ENSG00000100575	A0A024R648
ENSG00000100575	G3V2F3
ENSG00000264619	H0YEB2
ENSG00000275136	A0A024R4M5
ENSG00000164638	C9IYM7
ENSG00000197006	
ENSG00000197006	H3BTS9
ENSG00000282013	I3L2X0
ENSG00000179869	
ENSG00000197006	H3BRP5
ENSG00000224145	A0A0G2JL27
ENSG00000224145	
ENSG00000197006	H3BM54
ENSG00000006125	A0A087WXS3
ENSG00000099899	C9K041
ENSG00000282013	I3L349
ENSG00000204022	
ENSG00000197006	H3BPE9
ENSG00000223533	A0A0G2JJZ1
ENSG00000282013	A0A0J9YWA6
ENSG00000204022	H0YDS3
ENSG00000116729	
ENSG00000197006	H3BQD2
ENSG00000282013	A0A0J9YWA6
ENSG00000109205	
ENSG00000237333	A0A140T9Z5
ENSG00000223533	Q5STF0
ENSG00000109205	D6RA81
ENSG00000237333	A0A0G2JIC1
ENSG00000237333	A0A0G2JJ70
ENSG00000140332	H0YKH0
ENSG00000282013	A0A0J9YX72
ENSG00000197006	Q8TD49
ENSG00000237333	A0A0G2JJ70
ENSG00000109205	H0YA46
ENSG00000006125	K7EKZ5
ENSG00000231321	A0A0S2Z570
ENSG00000140332	H0YLI3
ENSG00000006125	K7EKZ5
ENSG00000282013	A0A0J9YX72
ENSG00000006125	A0A087WZQ6
ENSG00000282013	I3NI49
ENSG00000109205	H0Y8T7
ENSG00000282013	I3L1Q0
ENSG00000100281	
ENSG00000237333	A0A0G2JHB4
ENSG00000140332	H0YNT2
ENSG00000116729	
ENSG00000237333	A0A140T927
ENSG00000282013	A0A0J9YX72
ENSG00000182749	
ENSG00000006125	A0A140VJE8
ENSG00000166432	
ENSG00000282013	A0A0J9YX72
ENSG00000006125	A0A087WZQ6
ENSG00000282013	I3L181
ENSG00000162456	
ENSG00000231321	Q5STP9
ENSG00000116729	
ENSG00000075539	
ENSG00000006125	K7EJX1
ENSG00000282013	I3L2W0
ENSG00000164638	
ENSG00000162456	
ENSG00000282013	A0A0J9YWA6
ENSG00000006125	A0A087WZQ6
ENSG00000164638	C9JZA2
ENSG00000237333	A0A140TA06
ENSG00000140332	H0YL70
ENSG00000164638	
ENSG00000275136	
ENSG00000237333	A2ABF1
ENSG00000006125	K7EKZ5
ENSG00000006125	K7EN71
ENSG00000155846	
ENSG00000171467	
ENSG00000164638	
ENSG00000028203	
ENSG00000171467	U3KQ37
ENSG00000231321	E9PK75
ENSG00000116729	H0YCG9
ENSG00000006125	K7EJ01
ENSG00000231321	A0A0G2JHI1
ENSG00000116729	E9PJW4
ENSG00000140332	
ENSG00000275136	
ENSG00000155846	
ENSG00000128655	
ENSG00000140332	H0YKT5
ENSG00000164002	
ENSG00000006125	K7EMN7
ENSG00000140332	
ENSG00000275136	A0A024R4N4
ENSG00000006125	A0A140VJE8
ENSG00000128923	J3KNL7
ENSG00000159527	
ENSG00000116729	E9PM62
ENSG00000164002	
ENSG00000198720	A0A024QZ29
ENSG00000128655	
ENSG00000128923	H0YM15
ENSG00000155846	
ENSG00000116729	E9PKJ0
ENSG00000006125	K7EKZ5
ENSG00000137076	
ENSG00000116729	E9PQK1
ENSG00000164002	X6RF29
ENSG00000128655	H0Y6P9
ENSG00000140332	H0YLW9
ENSG00000198720	A0A024QZ29
ENSG00000128655	
ENSG00000155846	
ENSG00000116729	E9PM23
ENSG00000171467	
ENSG00000155846	H0Y713
ENSG00000116729	H0YDL2
ENSG00000204435	Q5SRQ6
ENSG00000232113	A0A1B0GTY4
ENSG00000198720	K7EKP0
ENSG00000164002	
ENSG00000116729	Q7Z430
ENSG00000198720	A0A024QZ29
ENSG00000028203	
ENSG00000164002	X6RLK1
ENSG00000110321	D3DQV9
ENSG00000166432	
ENSG00000164002	X6RCL8
ENSG00000142627	A0A024QZA8
ENSG00000110321	D3DQV9
ENSG00000164002	X6RK18
ENSG00000172292	
ENSG00000128655	
ENSG00000164002	X6RCY3
ENSG00000164002	X6RCY3
ENSG00000213551	A0A024QZN2
ENSG00000140332	F5H7D6
ENSG00000162676	
ENSG00000128655	H7C4D0
ENSG00000028203	F8VUG0
ENSG00000140332	H0YKN8
ENSG00000226417	Q5SRT3
ENSG00000140332	
ENSG00000204435	N0E4C7
ENSG00000172292	
ENSG00000226417	Q5SRT3
ENSG00000162676	
ENSG00000140332	H0YNI7
ENSG00000259101	
ENSG00000275136	A0A024R4R4
ENSG00000275136	
ENSG00000110321	
ENSG00000128923	
ENSG00000174130	
ENSG00000275136	
ENSG00000162676	
ENSG00000140332	
ENSG00000275136	
ENSG00000117400	
ENSG00000128655	F8WDQ4
ENSG00000133138	
ENSG00000140332	
ENSG00000226417	Q5SRT3
ENSG00000110321	H0Y3P2
ENSG00000174130	D6RAV7
ENSG00000140332	
ENSG00000226417	Q5SRT3
ENSG00000128923	
ENSG00000174130	D6R979
ENSG00000117400	Q5JUY5
ENSG00000084652	
ENSG00000174130	
ENSG00000140332	H0YKH5
ENSG00000133138	
ENSG00000226417	Q5SRT3
ENSG00000174130	
ENSG00000084652	
ENSG00000140332	H3BUH5
ENSG00000110321	H0YE22
ENSG00000133138	D6RFZ2
ENSG00000140332	Q672R2
ENSG00000277924	E3NZD8
ENSG00000133138	J3KN75
ENSG00000177489	
ENSG00000110321	E9PKF8
ENSG00000100949	H0YMG5
ENSG00000133138	D6RC82
ENSG00000110321	H0YCH5
ENSG00000133138	H0Y552
ENSG00000137332	A0A024RCQ1
ENSG00000110321	H0YD99
ENSG00000137332	A0A024RCQ1
ENSG00000110321	H0YD77
ENSG00000223533	A0A0G2JHL6
ENSG00000137332	A0A140T972
ENSG00000164074	D6RD85
ENSG00000110321	H0YEC5
ENSG00000140332	A0A0D9SES8
ENSG00000100296	A0A024R1D6
ENSG00000110321	H0YEW3
ENSG00000204435	N0E4C7
ENSG00000182118	
ENSG00000143147	
ENSG00000204435	N0E4C7
ENSG00000028203	
ENSG00000277924	I3L0I9
ENSG00000028203	F8VVS3
ENSG00000028203	
ENSG00000143147	
ENSG00000241935	
ENSG00000110321	H0YE44
ENSG00000143147	
ENSG00000164074	
ENSG00000153922	
ENSG00000110321	H0YE87
ENSG00000127527	M0QY01
ENSG00000028203	F8VUG0
ENSG00000110321	H0YCF8
ENSG00000180061	
ENSG00000164074	B7WP89
ENSG00000168384	X5CKE2
ENSG00000028203	
ENSG00000110321	H0YDC0
ENSG00000151835	
ENSG00000137332	A0A024RCL1
ENSG00000164074	D6RGX5
ENSG00000028203	F8VXA0
ENSG00000110321	H0YEN8
ENSG00000143147	
ENSG00000110321	H0YEI7
ENSG00000137332	A0A024RCQ1
ENSG00000241935	
ENSG00000168384	A0A140T968
ENSG00000196405	A0A024R6K5
ENSG00000105323	A0A0A0MRA5
ENSG00000164074	
ENSG00000137332	A0A024RCL1
ENSG00000180061	K7ENI3
ENSG00000241935	H7BY76
ENSG00000143147	A0A0A0MQW8
ENSG00000168384	A0A140T9U1
ENSG00000180061	K7ENI3
ENSG00000143147	
ENSG00000028203	
ENSG00000196405	
ENSG00000143147	
ENSG00000164074	
ENSG00000168384	A0A140T9D6
ENSG00000153922	H0Y8Z0
ENSG00000180061	K7EKL2
ENSG00000166173	
ENSG00000180061	K7EKW5
ENSG00000153922	H0Y8V4
ENSG00000075539	H0Y9X0
ENSG00000028203	F8VUB7
ENSG00000180061	K7EM00
ENSG00000168384	A0A140T9M9
ENSG00000137332	A0A0G2JIA2
ENSG00000153922	A0A087WVF4
ENSG00000028203	
ENSG00000137332	A2ABL0
ENSG00000166173	K7EPD2
ENSG00000105323	A0A024R0J9
ENSG00000137332	A0A0G2JHK4
ENSG00000028203	F8W088
ENSG00000184937	
ENSG00000137332	A0A0G2JJA0
ENSG00000105323	M0QYI8
ENSG00000028203	
ENSG00000137332	A2ABL2
ENSG00000167930	
ENSG00000028203	F8VRY3
ENSG00000151835	
ENSG00000105323	M0QYZ0
ENSG00000196405	
ENSG00000028203	F8VS43
ENSG00000153922	
ENSG00000167930	
ENSG00000137332	A0A0G2JI85
ENSG00000105323	M0QZV6
ENSG00000151835	H0Y6M8
ENSG00000184937	H0Y3F0
ENSG00000162753	
ENSG00000028203	F8W048
ENSG00000151835	B2REB0
ENSG00000166173	
ENSG00000028203	F8VUG0
ENSG00000137332	
ENSG00000167930	C9JR71
ENSG00000196405	G3V2K5
ENSG00000100296	F8WCP5
ENSG00000167930	C9J1M4
ENSG00000137332	A0A024RCL1
ENSG00000166173	H0YMC6
ENSG00000196405	A0A087WYI2
ENSG00000206283	Q5STK2
ENSG00000167930	C9JP72
ENSG00000137332	
ENSG00000167930	C9JJN3
ENSG00000137332	A0A0G2JNZ7
ENSG00000167930	C9IYB9
ENSG00000184937	J3KNN9
ENSG00000206283	Q5STK2
ENSG00000167930	C9K0C5
ENSG00000184937	
ENSG00000167930	C9J3Y6
ENSG00000128918	
ENSG00000028203	F8VPN9
ENSG00000167930	
ENSG00000196405	G3V535
ENSG00000167930	C9JTF7
ENSG00000128918	H0YMT5
ENSG00000184937	A0A0A0MT54
ENSG00000105323	
ENSG00000167930	C9J8V3
ENSG00000206283	Q5STK2
ENSG00000028203	F8W0S0
ENSG00000100296	F5GZF3
ENSG00000184937	H0Y7K5
ENSG00000105323	
ENSG00000184937	H0YED9
ENSG00000110002	A0A024R3H3
ENSG00000167930	H7C3L6
ENSG00000187144	H7C5T0
ENSG00000206283	A2AB88
ENSG00000189090	
ENSG00000028203	F8W8C2
ENSG00000184937	E9PPW3
ENSG00000101266	A0A087WY74
ENSG00000113734	
ENSG00000100296	A0A024R1D6
ENSG00000184937	E9PKS2
ENSG00000167930	H7C2U8
ENSG00000206283	Q5STK2
ENSG00000128918	
ENSG00000136003	B4DNC9
ENSG00000100385	
ENSG00000100296	H7C072
ENSG00000136003	B3KQ30
ENSG00000120436	
ENSG00000028203	F2Z3A6
ENSG00000136003	B4DNC9
ENSG00000180745	
ENSG00000100385	B0QYC0
ENSG00000100385	B0QYC1
ENSG00000184905	
ENSG00000110002	
ENSG00000100385	H7C1H9
ENSG00000110002	
ENSG00000184905	
ENSG00000113734	
ENSG00000100385	B0QYC2
ENSG00000136003	
ENSG00000197658	C9JC66
ENSG00000100296	C9JXG5
ENSG00000105323	M0R247
ENSG00000197658	
ENSG00000100296	H7C441
ENSG00000197658	A0A087WWM3
ENSG00000105323	
ENSG00000104408	H0YAW4
ENSG00000100296	C9JCL9
ENSG00000110002	B4DHS6
ENSG00000136003	F5H672
ENSG00000233803	
ENSG00000100296	F8WES8
ENSG00000105323	M0R0K8
ENSG00000105323	A0A024R0J9
ENSG00000113734	
ENSG00000128918	E9PF31
ENSG00000100296	C9JXU6
ENSG00000110002	A0A024R3H3
ENSG00000128918	H0YMG7
ENSG00000113734	
ENSG00000105323	B7Z4B8
ENSG00000100296	A0A024R1D6
ENSG00000091262	
ENSG00000128918	
ENSG00000100296	A0A024R1D6
ENSG00000113734	H0YBK7
ENSG00000136003	A0A024RBI3
ENSG00000105323	M0R203
ENSG00000178105	
ENSG00000125534	
ENSG00000136003	F5H5N2
ENSG00000196405	G3V3G2
ENSG00000112981	A0A0S2Z4L9
ENSG00000105323	M0R3F1
ENSG00000196405	G3V5F7
ENSG00000128918	H0YKL3
ENSG00000178105	E9PIF2
ENSG00000105323	M0QYM5
ENSG00000125534	X6R7I6
ENSG00000196405	G3V314
ENSG00000105323	M0QYG9
ENSG00000149476	A0A140VJH7
ENSG00000187144	
ENSG00000233803	A6NEC3
ENSG00000128918	Q9UED3
ENSG00000186765	
ENSG00000128918	A0A0G2JL97
ENSG00000115350	
ENSG00000196405	H0YJN0
ENSG00000101773	A0A140TA82
ENSG00000187144	Q5VXG6
ENSG00000196405	H0YJL6
ENSG00000187144	Q5VXG6
ENSG00000105323	A0A087X1I2
ENSG00000115756	C9JW46
ENSG00000187144	
ENSG00000105323	A0A087X1I2
ENSG00000149346	
ENSG00000186765	
ENSG00000184497	A0A0B4J2D1
ENSG00000204913	
ENSG00000149346	H0YD23
ENSG00000130158	
ENSG00000130158	K7ERK2
ENSG00000130158	K7ESB7
ENSG00000112249	
ENSG00000130158	K7EP51
ENSG00000075539	F2Z2S2
ENSG00000100949	
ENSG00000075539	D6RJI4
ENSG00000110076	
ENSG00000130158	K7EP20
ENSG00000184497	
ENSG00000186675	
ENSG00000128918	
ENSG00000121053	
ENSG00000075539	D6R9B9
